source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
S075	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S075	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.128N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT128N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S073	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S073	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.128C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT128C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S097	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S097	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.129N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT129N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S086	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S086	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.129C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT129C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S098b	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S098	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.130N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT130N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S077	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S077	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.130C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT130C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S092	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S092	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.131N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT131N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S044	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S044	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.131C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT131C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S053	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S053	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.132N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT132N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S091	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S091	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.132C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT132C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S076	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S076	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.133N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT133N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S051	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S051	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.133C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT133C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
IS_setH	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	not applicable	bridge	pooled	pooled	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.134N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT134N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	3	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S007	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S007	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.126	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT126	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S112	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S112	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.127N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT127N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S023	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S023	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.127C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT127C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S075	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S075	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.128N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT128N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S073	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S073	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.128C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT128C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S097	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S097	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.129N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT129N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S086	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S086	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.129C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT129C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S098b	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S098	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.130N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT130N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S077	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S077	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.130C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT130C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S092	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S092	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.131N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT131N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S044	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S044	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.131C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT131C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S053	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S053	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.132N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT132N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S091	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S091	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.132C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT132C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S076	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S076	study sample	not pooled	1	PXD061144.XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.133N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT133N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	4	1	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
