source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	characteristics[enrichment process]	assay name	technology type	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[growth condition]
heterotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	6	not applicable	proteome_expI_rep3_fr4	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_i_4.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_i_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(4);AC=UNIMOD:199;TA=K,N-term;MT=Label	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	heterotrophic
photoautotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	9	not applicable	proteome_expI_rep3_fr4	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_i_4.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_i_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(6)13C(2);AC=UNIMOD:510;TA=K,N-term;MT=Label	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	photoautotrophic
mixotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	3	not applicable	proteome_expI_rep3_fr5	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_i_5.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_i_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,N-term;MT=Label	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	mixotrophic
heterotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	6	not applicable	proteome_expI_rep3_fr5	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_i_5.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_i_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(4);AC=UNIMOD:199;TA=K,N-term;MT=Label	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	heterotrophic
photoautotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	9	not applicable	proteome_expI_rep3_fr5	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_i_5.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_i_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(6)13C(2);AC=UNIMOD:510;TA=K,N-term;MT=Label	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	photoautotrophic
mixotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	3	not applicable	proteome_expI_rep3_fr6	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_i_6.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_i_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,N-term;MT=Label	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	mixotrophic
heterotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	6	not applicable	proteome_expI_rep3_fr6	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_i_6.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_i_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(4);AC=UNIMOD:199;TA=K,N-term;MT=Label	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	heterotrophic
photoautotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	9	not applicable	proteome_expI_rep3_fr6	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_i_6.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_i_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(6)13C(2);AC=UNIMOD:510;TA=K,N-term;MT=Label	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	photoautotrophic
mixotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	3	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr1	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_1.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	mixotrophic
heterotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	6	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr1	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_1.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(4);AC=UNIMOD:199;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	heterotrophic
photoautotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	9	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr1	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_1.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(6)13C(2);AC=UNIMOD:510;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	photoautotrophic
mixotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	3	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr2	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_2.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	mixotrophic
heterotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	6	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr2	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_2.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(4);AC=UNIMOD:199;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	heterotrophic
photoautotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	9	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr2	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_2.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(6)13C(2);AC=UNIMOD:510;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	photoautotrophic
mixotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	3	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr3	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_3.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	mixotrophic
heterotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	6	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr3	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_3.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(4);AC=UNIMOD:199;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	heterotrophic
photoautotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	9	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr3	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_3.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(6)13C(2);AC=UNIMOD:510;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	photoautotrophic
mixotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	3	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr4	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_4.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	mixotrophic
heterotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	6	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr4	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_4.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(4);AC=UNIMOD:199;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	heterotrophic
photoautotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	9	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr4	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_4.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(6)13C(2);AC=UNIMOD:510;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	photoautotrophic
mixotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	3	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr5	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_5.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	mixotrophic
heterotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	6	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr5	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_5.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(4);AC=UNIMOD:199;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	heterotrophic
photoautotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	9	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr5	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_5.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl:2H(6)13C(2);AC=UNIMOD:510;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	photoautotrophic
mixotrophic rep3 expI	Chlamydomonas reinhardtii	not applicable	not applicable	vegetative cell	not applicable	3	anti-acetyllysine antibody enrichment	acetylome_expI_rep3_fr6	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000311	141121_IF_LeFu_Chlamydomonas_rep3_Kac_6.raw	ftp://ftp.jpostdb.org/JPST001115/141121_IF_LeFu_Chlamydomonas_rep3_Kac_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=DIMETHYL3PLEX;AC=PRIDE:0000844	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,N-term;MT=Label	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	mixotrophic
