source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[infect]	characteristics[time]	characteristics[biological replicate]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[disease]	factor value[infect]	factor value[time]
HEK293T_mock	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	not applicable	0 hour	1	not available	not available	run_human_slice4_t1_light	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	4	1	Slice_4_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_4_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	not applicable	0 hour
HEK293T_HeV_8h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	8 hour	1	not available	not available	run_human_slice4_t1_medium	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC medium;AC=PRIDE:0000327	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	4	1	Slice_4_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_4_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	8 hour
HEK293T_HeV_24h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	24 hour	1	not available	not available	run_human_slice4_t1_heavy	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	4	1	Slice_4_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_4_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	24 hour
HEK293T_mock	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	not applicable	0 hour	1	not available	not available	run_human_slice5_t1_light	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	5	1	Slice_5_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_5_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	not applicable	0 hour
HEK293T_HeV_8h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	8 hour	1	not available	not available	run_human_slice5_t1_medium	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC medium;AC=PRIDE:0000327	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	5	1	Slice_5_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_5_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	8 hour
HEK293T_HeV_24h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	24 hour	1	not available	not available	run_human_slice5_t1_heavy	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	5	1	Slice_5_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_5_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	24 hour
HEK293T_mock	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	not applicable	0 hour	1	not available	not available	run_human_slice6_t1_light	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	6	1	Slice_6_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_6_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	not applicable	0 hour
HEK293T_HeV_8h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	8 hour	1	not available	not available	run_human_slice6_t1_medium	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC medium;AC=PRIDE:0000327	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	6	1	Slice_6_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_6_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	8 hour
HEK293T_HeV_24h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	24 hour	1	not available	not available	run_human_slice6_t1_heavy	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	6	1	Slice_6_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_6_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	24 hour
HEK293T_mock	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	not applicable	0 hour	1	not available	not available	run_human_slice7_t1_light	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	7	1	Slice_7_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_7_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	not applicable	0 hour
HEK293T_HeV_8h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	8 hour	1	not available	not available	run_human_slice7_t1_medium	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC medium;AC=PRIDE:0000327	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	7	1	Slice_7_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_7_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	8 hour
HEK293T_HeV_24h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	24 hour	1	not available	not available	run_human_slice7_t1_heavy	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	7	1	Slice_7_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_7_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	24 hour
HEK293T_mock	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	not applicable	0 hour	1	not available	not available	run_human_slice8_t1_light	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	8	1	Slice_8_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_8_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	not applicable	0 hour
HEK293T_HeV_8h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	8 hour	1	not available	not available	run_human_slice8_t1_medium	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC medium;AC=PRIDE:0000327	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	8	1	Slice_8_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_8_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	8 hour
HEK293T_HeV_24h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	24 hour	1	not available	not available	run_human_slice8_t1_heavy	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	8	1	Slice_8_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_8_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	24 hour
HEK293T_mock	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	not applicable	0 hour	1	not available	not available	run_human_slice9_t1_light	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	9	1	Slice_9_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_9_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	not applicable	0 hour
HEK293T_HeV_8h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	8 hour	1	not available	not available	run_human_slice9_t1_medium	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC medium;AC=PRIDE:0000327	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	9	1	Slice_9_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_9_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	8 hour
HEK293T_HeV_24h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	24 hour	1	not available	not available	run_human_slice9_t1_heavy	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	9	1	Slice_9_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_9_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	24 hour
HEK293T_mock	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	not applicable	0 hour	1	not available	not available	run_human_slice10_t1_light	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	10	1	Slice_10_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_10_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	not applicable	0 hour
HEK293T_HeV_8h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	8 hour	1	not available	not available	run_human_slice10_t1_medium	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC medium;AC=PRIDE:0000327	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	10	1	Slice_10_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_10_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	8 hour
HEK293T_HeV_24h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	24 hour	1	not available	not available	run_human_slice10_t1_heavy	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	10	1	Slice_10_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_10_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	24 hour
HEK293T_mock	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	not applicable	0 hour	1	not available	not available	run_human_slice11_t1_light	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	11	1	Slice_11_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_11_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	not applicable	0 hour
HEK293T_HeV_8h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	8 hour	1	not available	not available	run_human_slice11_t1_medium	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC medium;AC=PRIDE:0000327	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	11	1	Slice_11_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_11_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	8 hour
HEK293T_HeV_24h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	24 hour	1	not available	not available	run_human_slice11_t1_heavy	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	11	1	Slice_11_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_11_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	24 hour
HEK293T_mock	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	not applicable	0 hour	1	not available	not available	run_human_slice12_t1_light	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	12	1	Slice_12_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_12_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	not applicable	0 hour
HEK293T_HeV_8h	Homo sapiens	kidney	epithelial cell	normal	HEK293T	CVCL_0063	HEK293T	not available	fetal stage	not available	female	not available	cell line	Hendra virus horse/Australia/Hendra/1994	8 hour	1	not available	not available	run_human_slice12_t1_medium	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC medium;AC=PRIDE:0000327	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	10 ppm	0.8 Da	12	1	Slice_12_human.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/11/PXD001165/Slice_12_human.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	normal	Hendra virus horse/Australia/Hendra/1994	8 hour
